Feature,Day,Urea,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
7-OrganoPlate,16,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,17,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,18,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,19,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,20,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,21,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,22,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,23,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,24,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,25,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,26,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,27,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,28,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,29,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,30,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,31,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,32,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,33,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,34,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,35,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,36,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,37,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,38,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,39,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,40,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,41,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,42,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,43,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,44,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,45,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,46,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,47,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,48,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,49,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,50,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,51,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,52,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,53,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,54,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,55,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,56,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,57,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,58,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,59,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
7-OrganoPlate,60,,1.0,15.0,15.0,5.0,0.226,-1.0,-1,-1,-1,,1.0,2,1,2.0,1.0,-1,-1,,1.18,0.22,-1.0,3.0,-1
8-chip,1,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,3,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,4,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,6,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,7,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,9,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,10,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,12,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,13,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,15,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,16,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,17,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,18,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,19,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,20,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,21,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,22,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,23,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,24,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,25,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,26,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,27,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,28,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,29,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,30,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,31,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,32,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,33,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,34,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,35,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,36,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,37,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,38,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,39,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,40,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,41,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,42,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,43,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,44,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,45,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,46,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,47,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,48,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,49,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,50,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,51,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,52,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,53,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,54,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,55,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,56,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,57,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,58,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,59,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
8-chip,60,,4.0,80.0,-1.0,21.0,,-1.0,-1,-1,-1,,2.0,2,1,3.0,1.0,-1,-1,0.3,,0.325,-1.0,3.0,-1
10-3D control-PHH,11,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,12,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,13,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,14,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,15,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,16,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,17,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,18,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,19,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,20,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,21,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,22,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,23,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,24,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,25,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,26,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,27,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,28,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,29,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,30,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,31,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,32,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,33,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,34,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,35,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,36,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,37,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,38,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,39,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,40,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,41,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,42,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,43,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,44,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,45,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,46,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,47,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,48,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,49,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,50,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,51,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,52,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,53,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,54,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,55,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,56,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,57,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,58,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,59,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D control-PHH,60,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,11,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,12,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
10-3D terfenadine-PHH,13,,8.0,2.75,-1.0,-1.0,-1.0,-1.0,34,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.25,,-1.0,1.0,-1
